objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
588017949367205998,228.47669646,34.53009838,18.990011,16.983982,15.957852,15.515955,15.165666,3893,41,5,406,6.48122
588017949900603458,219.78331594,38.13423043,16.989578,15.086179,14.247821,13.836991,13.550591,3893,41,6,353,12.748154
588017949901914170,223.27445188,36.92439579,16.788954,14.904078,14.077868,13.686541,13.374442,3893,41,6,373,13.464396
588017949901979653,223.3027639,36.8832082,17.890505,16.047224,15.253484,14.870147,14.582632,3893,41,6,374,4.708249
588017977294782576,219.44842781,33.5205452,20.22538,18.031656,16.648788,16.109085,15.758763,3900,41,1,563,10.45854
588017977296093318,222.81012556,32.37820896,18.793755,16.777559,15.817621,15.408823,15.062898,3900,41,1,583,9.792442
588017977830998303,218.05000932,34.36931929,20.938097,18.830559,17.60717,17.13567,16.768888,3900,41,2,553,4.089984
588017977831718932,219.79900311,33.78530666,17.285645,15.339594,14.47125,14.054423,13.738881,3900,41,2,564,11.944438
588017977832177724,220.97740762,33.40655684,16.520399,14.585416,13.714583,13.289806,13.008652,3900,41,2,571,17.426035
588017977832243389,221.14163736,33.23610043,20.429741,18.242527,16.925797,16.429838,16.039907,3900,41,2,572,9.570192
588017977832505532,221.79201108,33.21047066,18.546101,16.5375,15.542334,15.103383,14.746115,3900,41,2,576,6.592661
588017977832767707,222.51001549,32.83337176,18.944626,17.132586,16.241932,15.834996,15.486354,3900,41,2,580,8.365553
587739407868756109,219.61911775,30.57386346,19.731422,17.720476,16.604429,16.151962,15.799206,4576,40,5,644,5.265176
587739407339290823,236.96940554,23.56386855,19.604658,17.385166,16.325916,15.845161,15.431445,4576,40,4,757,8.372024
588017977835651301,229.52392547,30.0138083,19.765476,18.016342,17.073341,16.657532,16.290623,3900,41,2,624,4.12885
588017977835913354,230.00453165,29.7551285,20.36067,18.188221,17.148111,16.703753,16.277575,3900,41,2,628,4.643804
588017977836175608,230.79057876,29.57997313,18.918018,16.852041,15.820304,15.392955,15.025575,3900,41,2,632,7.381752
588017977836306619,231.03437874,29.41665107,19.810158,18.078243,16.995268,16.51383,16.167883,3900,41,2,634,5.283755
588017977837027538,232.70022111,28.54573172,18.498152,16.671013,15.833811,15.437177,15.128638,3900,41,2,645,4.904559
588017977837551756,233.85506817,28.156275,20.465248,18.444006,17.391859,16.958466,16.575115,3900,41,2,653,4.585828
588017977837617283,233.96947127,28.05520314,18.964529,17.047089,15.982693,15.534752,15.155996,3900,41,2,654,7.423729
588017977839124692,237.33804508,26.21047138,20.818642,18.717129,17.302681,16.729961,16.305721,3900,41,2,677,5.08012
588017977840173496,239.73196725,25.08926141,18.470192,16.579458,15.677251,15.24366,14.87944,3900,41,2,693,4.217569
588017977840828795,241.02202773,24.19413484,18.303211,16.354368,15.420716,14.961399,14.596258,3900,41,2,703,5.43945
587742609730896078,223.6819032,12.83150132,18.974644,17.029581,16.079269,15.635142,15.291471,5322,40,1,95,6.543127
588017977841221919,241.87001956,23.80450285,19.172729,17.168327,16.067036,15.576815,15.154222,3900,41,2,709,14.413562
588017978367410364,216.95271994,35.12368998,20.605932,18.837328,17.76149,17.32403,16.989975,3900,41,3,546,5.315066
587742611340591261,221.79304019,14.52433544,18.30105,16.324858,15.344365,14.921929,14.569742,5322,40,4,81,9.231438
588017978368196790,218.97920146,34.55259671,19.896341,17.922958,16.874119,16.457132,16.09,3900,41,3,558,7.483516
587742611346161783,234.67980698,11.94131199,19.409698,17.513718,16.391756,15.914679,15.534468,5322,40,4,166,8.739768
588017978368589955,220.05407067,34.16578909,17.758299,15.7848,14.87165,14.468335,14.14558,3900,41,3,564,7.860871
588017978368983145,220.98568401,33.85169315,19.162258,17.34091,16.423819,16.033121,15.693448,3900,41,3,570,4.477787
588017978369573028,222.42271542,33.2447693,18.809126,16.785719,15.810841,15.419643,15.068418,3900,41,3,579,8.436291
588017978369573084,222.48755102,33.23267622,19.735111,17.833897,16.788969,16.377628,15.998589,3900,41,3,579,3.862797
588017978369638668,222.69171114,33.13700004,19.314386,17.386276,16.238546,15.80629,15.428865,3900,41,3,580,6.032964
588017978370424895,224.66413855,32.58617851,19.159201,17.082355,16.007259,15.58569,15.215818,3900,41,3,592,9.161477
588017978371866820,228.19682779,31.16410186,19.87706,17.979389,17.075287,16.683409,16.356667,3900,41,3,614,5.009735
587742611347931462,238.6432549,10.91541122,18.176064,16.315596,15.390078,14.922185,14.547019,5322,40,4,193,9.015993
588017978372587644,229.80621902,30.36074853,18.233419,16.303534,15.424295,15.01363,14.691739,3900,41,3,625,7.127407
588017978372653315,230.03878455,30.32097521,18.406332,16.365349,15.421462,14.986168,14.60566,3900,41,3,626,6.861261
587742614560047268,236.17198164,15.55933936,20.85462,18.692923,17.223829,16.698423,16.33131,5323,40,2,54,5.714988
587742615097507958,237.72643051,15.54111786,19.838737,17.79105,16.636913,16.157755,15.812807,5323,40,3,63,7.183362
588017978373243019,231.41390729,29.60354243,16.848495,14.863017,13.913,13.504271,13.184878,3900,41,3,635,10.357015
588017978373308612,231.54921999,29.65129978,18.422386,16.40526,15.361831,14.931203,14.560075,3900,41,3,636,8.939676
588017978373701840,232.48245859,29.27188425,20.97674,18.917679,17.715702,17.227268,16.86311,3900,41,3,642,3.719438
587742615101899215,247.26105895,11.84205887,19.567806,17.629698,16.562639,16.095467,15.688882,5323,40,3,130,4.550614
588017978375602439,236.80553613,27.16336416,21.23455,19.138226,17.862696,17.39295,16.995567,3900,41,3,671,5.881997
587739132959391933,224.00679114,31.62532036,21.021702,19.009693,17.688107,17.207893,16.910326,4512,40,5,164,3.255266
588017978376650904,239.10245902,25.87572776,18.196293,16.162569,15.154595,14.697304,14.31359,3900,41,3,687,7.287135
588017978377175147,240.27867157,25.27721831,18.997831,17.011547,16.027645,15.560087,15.203555,3900,41,3,695,4.943277
588017978377634177,241.17355823,24.63181432,19.630848,17.492834,16.407652,15.889265,15.436749,3900,41,3,702,5.842003
588017978379272336,244.54519121,22.55301024,18.733532,16.920589,16.023722,15.602503,15.244427,3900,41,3,727,7.757299
588017978379403662,244.85835816,22.48560809,21.292803,19.151587,17.874331,17.370096,16.992828,3900,41,3,729,3.828055
588017978379862053,245.74998824,21.93665299,17.976112,16.023216,15.160983,14.755302,14.412252,3900,41,3,736,5.725001
588017978379928014,245.89102804,21.75500672,19.478453,17.535881,16.576355,16.139118,15.774136,3900,41,3,737,3.730862
588017978380714531,247.62914621,20.81805926,20.871599,18.717594,17.504423,17.026987,16.655224,3900,41,3,749,5.679905
588017978381238353,248.50154432,20.1322975,18.965223,17.011856,16.091532,15.666103,15.300932,3900,41,3,757,4.151574
588017978904346811,217.34852051,35.48094136,20.698288,18.736408,17.295095,16.790634,16.429535,3900,41,4,547,6.978923
588017978904543283,217.80307227,35.33196732,17.035383,15.215505,14.408523,14.026276,13.7198,3900,41,4,550,13.284779
587742615632216174,233.00028859,17.46546946,19.056864,16.914753,15.94359,15.502313,15.134374,5323,40,4,30,6.352349
588017978906509536,222.86975788,33.54385181,21.013556,18.938244,17.525198,17.009291,16.680536,3900,41,4,580,3.889686
588017978907033821,224.1463553,33.13883858,20.626324,18.854246,17.690254,17.228153,16.832731,3900,41,4,588,3.776845
588017978907230436,224.65527079,32.92736573,18.13406,16.424358,15.654948,15.276158,14.972467,3900,41,4,591,6.969627
588017978908409886,227.53687331,31.88782333,16.382996,14.534678,13.726033,13.331911,13.024688,3900,41,4,609,13.622975
587742615634444484,237.88873798,15.77607228,19.534208,17.542589,16.404989,15.955676,15.548646,5323,40,4,64,7.134557
588017978909524228,230.27609698,30.67692311,18.359209,16.629684,15.872968,15.511702,15.230244,3900,41,4,626,7.250727
588017978909589584,230.36620068,30.60820704,19.663719,17.524902,16.588066,16.130211,15.817654,3900,41,4,627,4.401535
588017978909589752,230.28491106,30.57360899,18.057768,16.105032,15.172301,14.733069,14.405137,3900,41,4,627,8.832662
587739131352252747,231.74395094,27.11596213,19.610149,17.644394,16.548391,16.063362,15.687272,4512,40,2,217,7.366107
588017978910441588,232.27857445,29.67772586,18.297615,16.295843,15.397702,14.961168,14.620445,3900,41,4,640,5.652314
587739608640258168,218.4882118,27.68412045,19.9512,17.821524,16.620731,16.149265,15.768261,4623,40,3,366,5.990834
588017978911227987,234.19732558,28.84822615,19.856403,17.785835,16.693626,16.197653,15.813921,3900,41,4,652,8.088317
588017978911621249,235.12498129,28.36571075,17.611343,15.792886,14.965203,14.56274,14.23218,3900,41,4,658,6.480466
587739629558628498,224.12745036,25.55752442,18.737677,16.876326,15.920392,15.464972,15.129887,4628,40,2,67,7.286961
588017978912473507,237.03596381,27.39105729,20.702934,18.590055,17.399511,16.937866,16.573027,3900,41,4,671,6.142859
588017978913390825,238.99929901,26.45418867,20.058775,17.905481,16.674826,16.165575,15.744781,3900,41,4,685,6.669006
587742627986407685,218.77757033,14.37804684,19.868578,17.962473,16.866589,16.405954,16.055943,5326,40,3,124,3.921769
587742627986472964,218.79221512,14.34841591,19.081413,17.106188,16.012844,15.573097,15.217985,5326,40,3,125,8.121474
587736976881549399,228.34896827,29.74674963,18.624935,16.625742,15.559945,15.102472,14.724883,4010,40,5,99,7.4285
588017978914243028,240.83656692,25.30924895,18.667459,16.676445,15.671796,15.218976,14.850175,3900,41,4,698,10.129815
588017978914308436,241.04310417,25.33852203,20.474504,18.536751,17.304743,16.836683,16.471567,3900,41,4,699,7.450686
